#,Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta),Servo_Angle,Projected_Apogee,Error_Apogee
1124,39.1186,APOGEE,872.5758,-1.1768,-10.3166,3.6481,-3.4500,-10.2700,3.4000,-4.4300,-3.2800,4.7200,78.6250,3.1875,92.6875,0.5500,-9.7800,-0.4500,-19.1946,-54.5401,872.5161,3.1875,24.7648,1444.4208,42.4208
1125,39.1540,APOGEE,871.2008,-5.2171,-18.3580,5.1387,-2.8900,319.0000,1.7700,-3.3400,1.0700,2.5600,70.9375,2.5625,94.5625,0.4400,-9.7600,-0.7800,-24.7162,-54.9536,870.9680,2.5625,24.7648,1444.4208,42.4208
1126,39.1895,APOGEE,871.0758,-2.9028,-10.7089,-0.0785,-1.9800,-6.0100,-1.6400,-2.2600,3.7200,-0.5200,62.8125,1.6250,96.5625,0.2200,-9.7200,-1.2300,-22.0976,-54.5004,870.3115,1.6250,24.7648,1444.4208,42.4208
1127,39.2226,APOGEE,871.3258,-2.3928,-9.5321,-4.3149,-1.6200,-6.9300,-2.3900,-1.4700,3.6800,-0.4900,51.1875,-0.0625,98.9375,-0.0100,-9.6800,-1.5200,-20.3700,-53.5210,870.2796,-0.0625,24.7648,1444.4208,42.4208
1128,39.2581,APOGEE,871.0758,-2.2751,-6.5508,-4.2757,-4.0400,-8.0400,-2.8800,-3.7300,1.6000,-1.1200,38.6250,-2.3750,100.6875,-0.4100,-9.6200,-1.8200,-17.8676,-52.5405,870.0767,-2.3750,24.7648,1444.4208,42.4208
1129,39.2948,APOGEE,868.5133,-1.3729,-9.9243,-3.6088,-1.4700,-7.6500,-0.1300,-0.7100,1.9200,1.8100,28.6875,-4.3750,101.5000,-0.7500,-9.5700,-1.9500,-18.9970,-52.9842,868.3743,-4.3750,24.7648,1444.4208,42.4208
1130,39.3283,APOGEE,867.7632,-1.8437,-8.7083,-2.9420,-1.5200,-7.5600,-2.0400,-0.3900,1.9700,-0.0300,15.0625,-7.3125,101.9375,-1.2400,-9.5100,-2.0100,-18.6768,-52.9088,867.3294,-7.3125,24.7648,1444.4208,42.4208
1131,39.3647,APOGEE,868.2007,-2.3144,-7.7276,-5.8448,-4.9000,-7.8900,-3.1800,-3.2700,1.5700,-1.2300,4.6250,-9.5625,101.6250,-1.6300,-9.4700,-1.9500,-17.9481,-51.8285,867.1656,-9.5625,24.7648,1444.4208,42.4208
1132,39.4000,APOGEE,868.1382,-6.9823,-10.1989,-2.0006,-7.0100,-8.9800,-2.2100,-5.0100,0.4400,-0.4000,354.3125,-11.6875,-1947.1875,-2.1000,-9.4100,-1.7300,-19.1972,-50.7552,867.1007,-11.6875,24.7648,1444.4208,42.4208
1133,39.4332,APOGEE,865.8882,-6.7470,-10.1597,-2.5105,-7.1300,-10.1700,-0.2300,-4.7400,-0.7700,1.2500,341.0625,-14.0625,99.0000,-2.3900,-9.3900,-1.4900,-19.6503,-51.1155,865.7095,-14.0625,24.7648,1444.4208,42.4208
1134,39.4682,APOGEE,865.5132,-7.6100,-9.7282,-2.3928,-7.7300,-9.8500,-2.7100,-5.1200,-0.4700,-1.5200,331.7500,-15.3750,97.2500,-2.6500,-9.3700,-1.0800,-19.5566,-50.8325,864.9207,-15.3750,24.7648,1444.4208,42.4208
1135,39.5048,APOGEE,864.0757,-8.6691,-10.2381,-2.1182,-11.2900,-9.7800,1.4800,-8.5600,-0.3900,2.2100,320.1250,-16.1875,94.4375,-2.7300,-9.3800,-0.7300,-19.8360,-50.9125,863.6968,-16.1875,24.7648,1444.4208,42.4208
1136,39.5403,APOGEE,862.6382,-10.0028,-8.9829,2.7851,-11.9000,-9.3200,2.9200,-9.2000,0.0900,3.3000,312.1875,-15.9375,92.3125,-2.6900,-9.4200,-0.3800,-19.1670,-51.1310,862.3578,-15.9375,24.7648,1444.4208,42.4208
1137,39.5736,APOGEE,858.6381,-9.1006,-7.8061,2.4320,-10.4600,-8.8500,3.2400,-8.3800,-1.1000,6.5300,302.8125,-14.5000,90.0625,-2.4500,-9.4900,-0.0100,-18.1846,-52.9415,859.3799,-14.5000,24.7648,1444.4208,42.4208
1138,39.6090,APOGEE,858.8881,-7.8845,-8.5122,3.3343,-6.1000,-7.1900,3.4600,-3.9300,2.3600,3.3300,296.4375,-12.7500,89.1875,-2.0700,-9.5800,0.1500,-18.2452,-52.7393,858.3737,-12.7500,24.7648,1444.4208,42.4208
1139,39.6451,APOGEE,856.2631,-4.9818,-7.3354,3.1774,-5.0100,-6.0800,3.4900,-3.4300,3.1400,2.7500,288.0625,-10.2500,89.1250,-1.7400,-9.6400,0.1400,-17.5413,-53.5036,856.3351,-10.2500,24.7648,1444.4208,42.4208
1140,39.6784,APOGEE,854.8255,-6.2763,-11.1404,2.7459,-4.7000,-8.4900,2.5400,-3.2700,2.4900,2.5300,281.6875,-8.3750,89.8750,-1.3300,-9.7100,-0.0500,-19.6240,-53.9630,854.7209,-8.3750,24.7648,1444.4208,42.4208
1141,39.7149,APOGEE,853.6380,-2.4320,-9.6105,1.1768,-2.3800,-9.1600,2.0100,-1.0600,-0.6000,2.0100,272.6875,-6.3125,91.8750,-1.0800,-9.7400,-0.3200,-19.4739,-54.1188,853.3064,-6.3125,24.7648,1444.4208,42.4208
1142,39.7509,APOGEE,851.5755,0.6276,-11.4542,-1.5298,0.0600,-10.9500,-2.4200,1.0000,-1.2100,-1.7400,265.1875,-5.4375,93.9375,-0.9300,-9.7300,-0.6700,-20.5561,-54.7001,851.4905,-5.4375,24.7648,1444.4208,42.4208
1143,39.7843,APOGEE,851.3880,-1.6083,-10.9834,-7.2961,-1.0600,-9.3700,-6.2500,-0.8000,1.0100,-3.4400,253.8750,-5.4375,96.8750,-0.9300,-9.6900,-1.1700,-20.6783,-54.3547,850.7465,-5.4375,24.7648,1444.4208,42.4208
1144,39.8193,APOGEE,852.2005,-2.7851,-10.8265,-9.5713,-3.4400,-11.3800,-6.6300,-2.3600,-1.7400,-5.1500,244.3125,-6.2500,98.6875,-1.0700,-9.6300,-1.4800,-20.6278,-53.0432,850.9567,-6.2500,24.7648,1444.4208,42.4208
1145,39.8551,APOGEE,849.6380,-4.0403,-11.1796,-10.5912,-4.0200,-9.7700,-9.8500,-2.7300,-0.2000,-8.1800,244.3125,-6.2500,98.6875,-1.3700,-9.5500,-1.7100,-20.8271,-53.4210,849.4191,-6.2500,24.7648,1444.4208,42.4208
1146,39.8877,APOGEE,849.2005,-7.9238,-9.7674,-11.1404,-7.7100,-9.1300,-6.4800,-6.0800,0.3700,-4.7200,219.7500,-9.5000,100.4375,-1.6200,-9.5000,-1.7500,-20.0304,-53.1857,848.6331,-9.5000,24.7648,1444.4208,42.4208
1147,39.9221,APOGEE,846.3254,-11.4934,-11.7680,-8.2768,-12.4900,-12.6200,-8.2600,-10.6300,-3.1400,-6.5600,205.9375,-11.1875,99.8750,-1.9000,-9.4700,-1.6500,-20.9627,-54.1712,846.4976,-11.1875,24.7648,1444.4208,42.4208
1148,39.9586,APOGEE,845.7629,-8.6691,-9.8851,-4.5895,-8.1000,-8.6100,-5.1700,-6.0800,0.8600,-3.6600,196.1250,-11.8750,99.0000,-2.0200,-9.4700,-1.5000,-20.1549,-54.1398,845.3000,-11.8750,24.7648,1444.4208,42.4208
1149,39.9956,APOGEE,845.0754,-8.0415,-9.0221,-3.6481,-8.0800,-7.8900,-2.5400,-6.0000,1.5900,-1.2200,183.6875,-12.1875,97.5625,-2.0700,-9.4900,-1.2600,-19.3129,-53.7320,844.4162,-12.1875,24.7648,1444.4208,42.4208
1150,40.0292,APOGEE,844.4504,-9.1398,-9.1398,-1.8829,-9.2800,-8.0400,-1.3300,-7.2400,1.4800,-0.2200,174.8125,-12.0000,96.6250,-2.0400,-9.5200,-1.1000,-19.0640,-53.2616,843.7671,-12.0000,24.7648,1444.4208,42.4208
1151,40.0644,APOGEE,843.2629,-10.0812,-12.3172,2.0398,-10.1600,-12.1400,1.4300,-8.2300,-2.5800,2.4400,163.6250,-11.0625,95.9375,-1.8900,-9.5700,-0.9900,-20.9328,-53.1317,842.7524,-11.0625,24.7648,1444.4208,42.4208
1152,40.1001,APOGEE,841.5753,-5.5702,-8.6691,-0.1569,-5.6800,-8.2400,0.8600,-3.9300,1.3500,1.8600,155.3125,-10.1875,95.9375,-1.7400,-9.5900,-1.0000,-19.3920,-53.3953,841.3054,-10.1875,24.7648,1444.4208,42.4208
1153,40.1331,APOGEE,839.8253,-4.5111,-7.6100,0.4315,-4.4100,-6.4900,0.7600,-2.8000,3.1100,1.8600,146.8125,-9.4375,96.5000,-1.5700,-9.6100,-1.1500,-18.1490,-53.8375,839.7174,-9.4375,24.7648,1444.4208,42.4208
1154,40.1695,APOGEE,840.0128,-3.5696,-8.1591,-0.8630,-1.4000,-8.3300,-0.0600,0.1100,1.2600,1.2600,134.8125,-8.8750,97.8750,-1.5200,-9.5900,-1.3300,-18.0133,-53.0979,839.1770,-8.8750,24.7648,1444.4208,42.4208
1155,40.2051,APOGEE,840.2628,0.0785,-8.1199,-2.4320,0.0400,-7.7100,-1.2400,1.6100,1.8400,0.3000,125.0000,-9.1875,99.1875,-1.6000,-9.5300,-1.6100,-17.9371,-51.8944,839.1616,-9.1875,24.7648,1444.4208,42.4208
1156,40.2389,APOGEE,840.0128,-0.6276,-7.8061,-3.6481,-1.1700,-7.1900,-3.4500,0.1800,1.9300,-1.1600,110.6250,-10.5625,100.8125,-1.7900,-9.4600,-1.8100,-17.7142,-50.9310,839.0467,-10.5625,24.7648,1444.4208,42.4208
1157,40.2734,APOGEE,838.2628,-1.4906,-7.6884,-4.8641,-2.0800,-6.9800,-2.8300,0.0000,2.4000,-0.8900,99.0000,-12.3125,101.6250,-2.2100,-9.3500,-1.9600,-17.5565,-50.9490,837.8994,-12.3125,24.7648,1444.4208,42.4208
1158,40.3094,APOGEE,839.8253,-2.2359,-8.5122,-7.3354,-2.4500,-7.6400,-6.3300,-0.2600,3.1800,-3.2700,82.5000,-15.4375,101.8125,-2.6100,-9.2400,-1.9400,-18.0050,-49.2687,838.4347,-15.4375,24.7648,1444.4208,42.4208
1159,40.3430,APOGEE,838.8253,-4.0011,-7.1000,-6.8647,-4.6300,-5.2900,-4.7300,-1.5800,3.8500,-2.9400,69.8750,-18.1250,101.0625,-3.0500,-9.1400,-1.7900,-17.3038,-48.6331,838.0657,-18.1250,24.7648,1444.4208,42.4208
1160,40.3763,APOGEE,840.0128,-6.7470,-7.6884,-6.0017,-7.0800,-7.4700,-4.6100,-3.5900,1.5600,-3.1200,53.4375,-21.6250,98.5000,-3.6100,-9.0100,-1.3500,-17.3994,-47.1120,838.6898,-21.6250,24.7648,1444.4208,42.4208
1161,40.4125,APOGEE,838.9503,-6.9823,-7.2569,-5.0602,-8.9800,-8.1300,-4.5600,-5.0100,0.7900,-3.7000,41.8750,-23.8125,95.4375,-3.9600,-8.9200,-0.8500,-17.1694,-46.5219,838.2211,-23.8125,24.7648,1444.4208,42.4208
1162,40.4486,APOGEE,835.2627,-8.3553,-8.7083,-6.8647,-10.0500,-9.1700,-2.4700,-5.8500,-0.3100,-2.2300,28.0000,-25.6250,90.0000,-4.2400,-8.8400,0.0000,-17.9790,-47.9485,835.7296,-25.6250,24.7648,1444.4208,42.4208
1163,40.4818,APOGEE,835.8878,-10.5520,-8.4729,-2.7066,-10.8100,-8.1500,0.3000,-6.5500,0.6400,-0.4100,18.9375,-25.6875,85.3125,-4.2600,-8.8000,0.7200,-18.1424,-47.5015,835.2373,-25.6875,24.7648,1444.4208,42.4208
1164,40.5179,APOGEE,838.3253,-9.6890,-8.7475,2.0790,-8.7600,-8.9600,4.2900,-4.6600,-0.1700,2.8400,8.5000,-24.1250,79.1250,-4.0000,-8.7800,1.6800,-18.3741,-45.1965,836.5501,-24.1250,24.7648,1444.4208,42.4208
1165,40.5534,APOGEE,837.7003,-6.0801,-9.1398,4.4718,-4.8200,-7.5100,4.9800,-1.1800,1.2800,2.6400,1.5000,-21.8125,75.1250,-3.6400,-8.7900,2.3300,-18.7053,-44.1506,836.6804,-21.8125,24.7648,1444.4208,42.4208
1166,40.5868,APOGEE,833.2627,-4.9033,-9.6497,4.9426,-5.6000,-8.8200,4.9900,-2.4200,0.0000,2.1100,352.8750,-17.7500,70.9375,-2.9900,-8.8200,3.0400,-19.1476,-45.9339,833.9769,-17.7500,24.7648,1444.4208,42.4208
1167,40.6235,APOGEE,831.8877,-4.6680,-9.1006,5.6879,-5.1600,-8.6300,5.8600,-2.7400,0.2200,2.4200,346.6875,-14.2500,68.7500,-2.4200,-8.8500,3.4300,-18.9770,-46.8758,832.0316,-14.2500,24.7648,1444.4208,42.4208
1168,40.6594,APOGEE,832.8877,-3.6088,-9.4536,6.3939,-3.7600,-9.1600,6.5500,-1.9600,-0.2600,2.8500,340.7500,-10.5625,67.4375,-1.5800,-8.9100,3.7500,-19.1295,-45.9732,831.9478,-10.5625,24.7648,1444.4208,42.4208
1169,40.6931,APOGEE,830.4502,-1.8044,-8.3160,3.8442,-1.1300,-7.9900,4.6200,-0.1800,0.9700,0.7800,332.8750,-5.5625,66.8125,-0.9500,-8.9700,3.8400,-18.4851,-46.5671,830.4272,-5.5625,24.7648,1444.4208,42.4208
1170,40.7274,APOGEE,828.4501,0.5884,-8.6299,3.8834,0.7500,-8.0300,6.0900,1.1100,0.9800,2.2600,324.8750,-0.9375,67.1875,-0.1600,-9.0400,3.7900,-18.4330,-47.4206,828.5864,-0.9375,24.7648,1444.4208,42.4208
1171,40.7637,APOGEE,824.4501,2.3536,-8.6691,4.7464,3.1700,-7.4400,5.9300,2.8100,1.6500,2.2900,318.6875,2.0625,68.1250,0.3600,-9.0900,3.6400,-18.4376,-49.5752,825.3357,2.0625,24.7648,1444.4208,42.4208
1172,40.7988,APOGEE,820.9500,4.5895,-8.6299,4.9033,4.2800,-7.6700,4.1700,3.4800,1.4800,0.7500,312.2500,4.6875,69.5000,0.3600,-9.0900,3.6400,-18.4152,-51.8353,821.9216,4.6875,24.7648,1444.4208,42.4208
1173,40.8313,APOGEE,818.9500,4.8641,-9.1006,2.7851,4.5000,-8.0700,4.5300,2.6700,1.9800,0.0900,303.0625,7.0625,71.7500,1.2100,-9.2400,3.0300,-18.6973,-53.1850,819.4226,7.0625,24.7648,1444.4208,42.4208
1174,40.8668,APOGEE,816.2625,4.8249,-8.8260,3.4519,6.7100,-7.9500,2.9600,5.3200,1.3500,0.2200,295.7500,8.1250,73.5625,1.3800,-9.3100,2.7400,-18.6354,-54.6105,816.7277,8.1250,24.7648,1444.4208,42.4208
1175,40.9029,APOGEE,815.1374,7.4923,-8.7475,1.8829,5.4700,-6.7900,4.1300,4.0200,2.5900,1.6700,285.2500,8.3750,75.8125,1.4300,-9.4000,2.3700,-18.5630,-55.0382,814.9925,8.3750,24.7648,1444.4208,42.4208
1176,40.9360,APOGEE,812.8874,6.2370,-7.9630,0.4707,4.4400,-4.9200,0.9100,3.0800,4.5400,-1.2200,277.0000,7.8750,77.1875,1.3500,-9.4700,2.1400,-18.0506,-55.8040,812.9885,7.8750,24.7648,1444.4208,42.4208
1177,40.9719,APOGEE,813.2624,5.0995,-6.0409,2.6282,4.9100,-5.6200,3.7100,4.1300,1.7800,2.5900,265.5625,6.5000,78.4375,1.1100,-9.5400,1.9400,-16.6666,-55.0196,812.4185,6.5000,24.7648,1444.4208,42.4208
1178,41.0079,APOGEE,811.7624,4.2365,-4.9818,3.3343,4.8800,-7.5700,4.5700,4.0100,2.0100,2.7000,256.6875,5.0625,78.8750,0.8700,-9.5800,1.8700,-15.4835,-54.7653,811.2706,5.0625,24.7648,1444.4208,42.4208
1179,41.0423,APOGEE,811.5124,3.3343,-5.6879,2.5497,2.8700,-5.3700,3.6800,1.9000,1.8900,4.6900,244.7500,2.8750,78.8125,0.5000,-9.6000,1.8800,-15.4679,-54.0028,810.7244,2.8750,24.7648,1444.4208,42.4208
1180,41.0777,APOGEE,808.0123,3.0989,-7.0608,3.0204,3.1400,-6.8100,5.3200,2.9300,2.7800,3.3500,235.8125,1.1875,78.3125,0.2100,-9.6000,1.9700,-16.3108,-55.0521,808.3038,1.1875,24.7648,1444.4208,42.4208
1181,41.1136,APOGEE,808.1998,3.6873,-8.5514,7.8061,3.0000,-7.5300,8.0500,3.0800,2.0300,5.9200,224.0000,-0.9375,77.0000,-0.1600,-9.5500,2.1900,-17.5537,-54.4994,807.5056,-0.9375,24.7648,1444.4208,42.4208
1182,41.1470,APOGEE,807.9498,2.5497,-9.1790,7.2961,1.9500,-7.1500,7.8000,2.3800,2.3300,5.3800,215.3750,-2.5000,75.6875,-0.4300,-9.4900,2.4200,-18.4163,-53.7505,807.1091,-2.5000,24.7648,1444.4208,42.4208
1183,41.1808,APOGEE,806.5748,1.6475,-7.4138,8.0415,0.6200,-6.6000,7.9000,1.2900,2.8000,5.2200,204.1250,-4.1875,73.5000,-0.7200,-9.3700,2.7700,-17.6549,-53.5927,806.0969,-4.1875,24.7648,1444.4208,42.4208
1184,41.2173,APOGEE,807.5123,0.4315,-7.4138,7.2569,0.2900,-5.9300,9.6300,1.1800,3.3300,6.5600,195.9375,-5.1250,71.6250,-0.8800,-9.2700,3.0700,-17.3638,-52.1382,806.2653,-5.1250,24.7648,1444.4208,42.4208
1185,41.2532,APOGEE,806.5748,-0.4707,-6.7077,5.6486,-1.7200,-8.4400,16.1500,-0.7400,0.7000,12.7700,188.0625,-5.6875,69.6875,-0.9800,-9.1100,3.4700,-16.8164,-51.3878,805.7672,-5.6875,24.7648,1444.4208,42.4208
1186,41.2865,APOGEE,809.4499,-1.4122,-7.7276,14.9846,-1.8500,-6.7300,13.8500,-0.8900,1.1600,11.1900,177.9375,-5.6250,67.3125,-0.9600,-9.0000,3.7500,-17.2372,-48.7415,807.4529,-5.6250,24.7648,1444.4208,42.4208
1187,41.3217,APOGEE,808.1998,-0.7061,-8.0022,14.2000,-1.0200,-7.8600,15.8300,-0.1600,1.0600,11.8600,168.1250,-4.7500,65.6250,-0.8100,-8.9000,4.0300,-17.5680,-47.8565,807.2868,-4.7500,24.7648,1444.4208,42.4208
1188,41.3576,APOGEE,806.1998,0.9022,-7.8845,15.1415,0.9600,-6.1400,13.8500,2.5000,1.6900,12.0500,161.0625,-4.0000,64.8750,-0.6900,-8.8600,4.1400,-17.6219,-48.0920,805.9630,-4.0000,24.7648,1444.4208,42.4208
1189,41.3913,APOGEE,805.0748,3.0204,-8.9437,18.8680,2.9900,-7.1200,17.2000,3.6200,1.7200,13.0300,154.3750,-3.6875,64.7500,-0.6400,-8.8500,4.1500,-18.2971,-48.2559,804.8003,-3.6875,24.7648,1444.4208,42.4208
1190,41.4278,APOGEE,803.6373,4.7464,-7.6884,16.5929,1.8200,-4.5400,12.4200,2.5800,4.3400,8.3500,146.0625,-4.3750,65.4375,-0.7500,-8.8900,4.0600,-17.7792,-48.5339,803.4125,-4.3750,24.7648,1444.4208,42.4208
1191,41.4634,APOGEE,801.7622,2.0790,-5.3740,10.5127,1.9100,-4.5500,12.2600,2.9200,4.3800,8.3700,140.2500,-5.8750,66.5000,-1.0000,-8.9400,3.8800,-16.1511,-49.0771,801.7298,-5.8750,24.7648,1444.4208,42.4208
1192,41.4969,APOGEE,799.1372,0.7845,-5.4525,11.6503,0.3600,-4.6100,10.7800,0.6800,5.8300,5.7100,132.1875,-8.5625,68.1875,-1.4600,-9.0000,3.5900,-15.5778,-50.1660,799.4845,-8.5625,24.7648,1444.4208,42.4208
1193,41.5327,APOGEE,800.8247,-1.0591,-5.2171,9.3359,-2.0300,-4.1500,8.7400,-0.1800,4.8600,5.3800,123.5625,-11.6250,70.0000,-1.9800,-9.0200,3.2800,-15.2128,-48.7906,799.6644,-11.6250,24.7648,1444.4208,42.4208
1194,41.5690,APOGEE,799.5747,-3.0597,-5.4917,8.2768,-3.4600,-3.0300,7.8800,-1.6300,3.6000,3.9100,116.6875,-14.0625,71.1875,-2.3800,-9.0000,3.0600,-15.2433,-48.2907,798.9516,-14.0625,24.7648,1444.4208,42.4208
1195,41.6024,APOGEE,802.3872,-3.6873,-6.3155,7.6100,-5.1800,-5.2500,6.7200,-2.3800,3.6800,3.8400,109.5000,-16.5625,72.1250,-2.7900,-8.9400,2.8800,-15.7637,-45.7975,800.5185,-16.5625,24.7648,1444.4208,42.4208
1196,41.6353,APOGEE,799.3872,-6.0409,-6.1978,6.0409,-6.6800,-5.8100,5.9900,-3.4800,3.0300,3.2500,99.6875,-19.8125,72.8750,-3.3200,-8.8100,2.7000,-15.8903,-46.0952,799.2451,-19.8125,24.7648,1444.4208,42.4208
1197,41.6712,APOGEE,797.5122,-7.1000,-6.7470,5.4525,-6.6800,-5.8100,5.9900,-4.2600,3.1000,2.6700,99.6875,-19.8125,72.8750,-3.7000,-8.6800,2.6400,-16.2781,-46.7151,797.5371,-19.8125,24.7648,1444.4208,42.4208
1198,41.7054,APOGEE,798.0122,-9.0613,-6.0801,3.2558,-8.8900,-4.9500,5.1900,-4.8500,3.5800,2.5500,99.6875,-19.8125,72.8750,-4.0400,-8.5300,2.6300,-16.0138,-46.0151,797.2432,-19.8125,24.7648,1444.4208,42.4208
1199,41.7383,APOGEE,797.7622,-9.8459,-5.4525,0.2746,-11.1000,-5.1100,2.0800,-8.5500,2.3300,-0.6900,74.9375,-26.8750,71.6875,-4.4300,-8.3000,2.7400,-15.5250,-45.3378,797.0068,-26.8750,24.7648,1444.4208,42.4208
1200,41.7743,APOGEE,798.2622,-14.1216,-7.9238,5.0602,-13.3000,-5.9100,4.1300,-8.6700,2.2100,1.2100,67.8750,-28.1250,70.2500,-4.6700,-8.0800,2.9900,-16.8655,-44.1505,797.1930,-28.1250,24.7648,1444.4208,42.4208
1201,41.8106,APOGEE,797.6372,-12.4741,-5.8448,4.5111,-12.4000,-4.7300,4.8000,-9.6200,2.2200,2.2900,58.9375,-28.8125,67.5625,-4.7200,-7.9400,3.2700,-16.0928,-43.4606,796.8793,-28.8125,24.7648,1444.4208,42.4208
1202,41.8440,APOGEE,799.9497,-13.7685,-5.7271,4.0403,-15.9000,-6.3500,6.6500,-11.2000,1.4700,3.0700,52.9375,-28.6250,65.4375,-4.6700,-7.8000,3.6600,-15.7245,-41.2792,798.2758,-28.6250,24.7648,1444.4208,42.4208
1203,41.8804,APOGEE,797.7622,-14.6315,-7.4138,8.1984,-14.6300,-6.3500,6.8300,-8.5200,1.8100,4.1500,46.6250,-27.9375,63.4375,-4.6000,-7.7400,3.8600,-16.6268,-41.2507,797.3937,-27.9375,24.7648,1444.4208,42.4208
1204,41.9161,APOGEE,799.3247,-14.5923,-6.9039,5.2564,-14.7300,-6.4400,6.6500,-10.2100,1.2900,2.6800,43.3125,-27.4375,62.8750,-4.5200,-7.7400,3.9600,-16.6559,-39.7267,798.0666,-27.4375,24.7648,1444.4208,42.4208
1205,41.9495,APOGEE,798.2622,-14.3177,-7.5707,9.0613,-14.5800,-6.7400,8.8100,-9.5900,0.8600,4.7000,43.3125,-27.4375,62.8750,-4.4100,-7.8200,3.9300,-17.0795,-39.3784,797.6961,-27.4375,24.7648,1444.4208,42.4208
1206,41.9833,APOGEE,795.3871,-14.0823,-7.1392,6.3155,-13.3600,-6.8400,6.1300,-9.0100,1.0900,2.3600,38.3125,-26.3125,64.5625,-4.3400,-7.9300,3.7700,-16.9749,-40.5273,795.7451,-26.3125,24.7648,1444.4208,42.4208
1207,42.0191,APOGEE,790.7621,-12.3564,-7.6492,6.3547,-10.3500,-6.4600,5.9100,-6.0700,1.6300,2.4200,37.7500,-25.8750,66.6875,-4.2500,-8.1600,3.3600,-17.2505,-43.2973,792.0609,-25.8750,24.7648,1444.4208,42.4208
1208,42.0526,APOGEE,788.1995,-11.7288,-9.2575,7.9238,-10.3500,-6.4600,5.9100,-8.0700,-1.1100,6.8000,37.5625,-25.1250,70.5000,-4.1600,-8.3600,2.9500,-18.3496,-45.3276,789.0868,-25.1250,24.7648,1444.4208,42.4208
1209,42.0856,APOGEE,783.7620,-10.3166,-8.1984,4.9426,-9.0900,-6.7200,5.7000,-5.0600,1.8700,3.2400,38.1875,-24.2500,74.0000,-3.9700,-8.6700,2.2800,-18.1150,-48.1621,785.1753,-24.2500,24.7648,1444.4208,42.4208
1210,42.1216,APOGEE,776.2618,-7.5707,-6.6293,3.8442,-7.0700,-5.1600,4.6300,-2.9900,3.0900,1.7600,39.5625,-22.5000,79.0000,-3.7500,-8.8900,1.7100,-17.0561,-53.1874,778.9062,-22.5000,24.7648,1444.4208,42.4208
1211,42.1563,APOGEE,774.2618,-6.6293,-7.6492,3.1774,-7.9800,-7.4200,2.5700,-4.4800,1.6600,1.4400,40.8750,-20.8750,82.8750,-3.5000,-9.0900,1.1200,-17.2814,-55.4832,775.2909,-20.8750,24.7648,1444.4208,42.4208
1212,42.1895,APOGEE,769.3867,-8.0807,-8.3160,0.9807,-7.3900,-6.4000,0.8100,-4.2000,2.8500,0.2900,43.0000,-18.1875,87.9375,-3.0600,-9.3000,0.3200,-17.7797,-58.4680,770.8851,-18.1875,24.7648,1444.4208,42.4208
1213,42.2250,APOGEE,768.6992,-5.9624,-4.5895,-0.8238,-4.9100,-3.0500,-0.9900,-2.2300,6.3800,-0.7200,44.9375,-15.7500,91.5625,-2.6700,-9.4300,-0.2600,-15.6664,-59.1154,768.7362,-15.7500,24.7648,1444.4208,42.4208
1214,42.2608,APOGEE,768.1367,-4.9033,-3.4519,-0.8630,-3.6200,-1.5500,-1.9100,-1.3900,7.9600,-1.0800,47.1875,-13.1250,95.0000,-2.0700,-9.5200,-1.0100,-14.1559,-58.6969,767.5743,-13.1250,24.7648,1444.4208,42.4208
1215,42.2942,APOGEE,768.0117,-4.2757,-3.6481,-4.3149,-3.3200,-1.9600,-3.1300,-1.7300,7.5800,-1.5900,50.5625,-9.3125,99.1875,-1.5900,-9.5500,-1.5400,-13.7001,-57.7209,767.1228,-9.3125,24.7648,1444.4208,42.4208
1216,42.3299,APOGEE,766.8867,-2.0398,-2.5497,-5.0210,-2.0600,-1.6800,-3.7800,-0.9700,7.8400,-1.7500,54.8125,-5.3750,102.9375,-0.9200,-9.5100,-2.1800,-12.8472,-57.0649,766.2107,-5.3750,24.7648,1444.4208,42.4208
1217,42.3658,APOGEE,763.3241,-1.4122,-1.7652,-6.7862,-0.9500,-4.2000,-10.5400,-0.5400,5.2400,-7.9300,58.0625,-2.3125,105.3750,-0.4000,-9.4400,-2.6000,-12.0370,-58.0251,763.6300,-2.3125,24.7648,1444.4208,42.4208
1218,42.3988,APOGEE,764.3242,-1.2553,-2.6282,-6.3155,-1.5500,-2.2800,-7.2900,-1.6500,7.0500,-4.3200,61.5625,1.5000,108.3125,0.2600,-9.3000,-3.0800,-12.2604,-56.8724,763.3573,1.5000,24.7648,1444.4208,42.4208
1219,42.4350,APOGEE,762.1366,1.0591,-6.1193,-12.9840,0.1400,-4.4000,-5.3200,-0.5800,4.7700,-1.9300,64.1875,4.2500,110.1875,0.7300,-9.1700,-3.3800,-14.5036,-56.8408,761.8242,4.2500,24.7648,1444.4208,42.4208
1220,42.4706,APOGEE,762.9491,1.6083,-6.0017,-10.5520,1.3100,-5.9900,-10.1300,0.1500,3.0400,-6.4900,66.1875,6.7500,111.9375,1.2800,-8.9800,-3.7100,-15.2874,-55.4166,761.7851,6.7500,24.7648,1444.4208,42.4208
